hidden_layers,activation_fn,epochs,learning_rate,batch_size,accuracy
[8],tanh,1,1.0,64,0.7431604736627194
[8],tanh,1,1.0,128,0.7547978766843609
[8],tanh,1,1.0,256,0.7104940792160065
[8],tanh,1,1.0,512,0.7258064516129032
[8],tanh,1,0.1,16,0.7429563086974276
[8],tanh,1,0.1,32,0.7392813393221723
[8],tanh,1,0.1,64,0.731931400571662
[8],tanh,1,0.1,128,0.6917109024091466
[8],tanh,1,0.1,256,0.6688444262964476
[8],tanh,1,0.1,512,0.6690485912617394
[8],tanh,1,0.01,16,0.708452429563087
[8],tanh,1,0.01,32,0.7160065332788893
[8],tanh,1,0.01,64,0.6590445079624336
[8],tanh,1,0.01,128,0.3356472029399755
[8],tanh,1,0.01,256,0.3940383830134749
[8],tanh,1,0.01,512,0.4559003674969375
[8],tanh,1,0.001,16,0.41363821968150266
[8],tanh,1,0.001,32,0.6680277664352797
[8],tanh,1,0.001,64,0.47856267864434465
[8],tanh,1,0.001,128,0.6386280114332381
[8],tanh,1,0.001,256,0.5679869334422213
[8],tanh,1,0.001,512,0.5159248672927725
[8],tanh,1,0.0001,16,0.4287464271131074
[8],tanh,1,0.0001,32,0.40669661086157616
[8],tanh,1,0.0001,64,0.49183340138832177
[8],tanh,1,0.0001,128,0.6729277256022866
[8],tanh,1,0.0001,256,0.49693752552062065
[8],tanh,1,0.0001,512,0.5632911392405063
[8],tanh,10,10.0,16,0.3485095957533687
[8],tanh,10,10.0,32,0.7170273581053491
[8],tanh,10,10.0,64,0.6071866067782768
[8],tanh,10,10.0,128,0.6978358513679053
[8],tanh,10,10.0,256,0.6380155165373622
[8],tanh,10,10.0,512,0.6984483462637812
[8],tanh,10,1.0,16,0.736014699877501
[8],tanh,10,1.0,32,0.745814618211515
[8],tanh,10,1.0,64,0.7813393221723153
[8],tanh,10,1.0,128,0.7572478562678644
[8],tanh,10,1.0,256,0.7605144957125357
[8],tanh,10,1.0,512,0.7492854226214781
[8],tanh,10,0.1,16,0.7760310330747244
[8],tanh,10,0.1,32,0.7513270722743978
[8],tanh,10,0.1,64,0.763985300122499
[8],tanh,10,0.1,128,0.7580645161290323
[8],tanh,10,0.1,256,0.7535728868926093
[8],tanh,10,0.1,512,0.7380563495304205
[8],tanh,10,0.01,16,0.750102082482646
[8],tanh,10,0.01,32,0.7511229073091058
[8],tanh,10,0.01,64,0.7290730910575746
[8],tanh,10,0.01,128,0.7094732543895468
[8],tanh,10,0.01,256,0.6884442629644753
[8],tanh,10,0.01,512,0.7068191098407514
[8],tanh,10,0.001,16,0.7245814618211515
[8],tanh,10,0.001,32,0.6696610861576153
[8],tanh,10,0.001,64,0.6559820334830543
[8],tanh,10,0.001,128,0.7092690894242548
[8],tanh,10,0.001,256,0.5547162106982442
[8],tanh,10,0.001,512,0.4991833401388322
[8],tanh,10,0.0001,16,0.34054716210698244
[8],tanh,10,0.0001,32,0.588199265006125
[8],tanh,10,0.0001,64,0.6098407513270723
[8],tanh,10,0.0001,128,0.5873826051449571
[8],tanh,10,0.0001,256,0.5590036749693753
[8],tanh,10,0.0001,512,0.6496529195590037
[8],tanh,25,10.0,16,0.6514904042466313
[8],tanh,25,10.0,32,0.3721927317272356
[8],tanh,25,10.0,64,0.6680277664352797
[8],tanh,25,10.0,128,0.6957942017149857
[8],tanh,25,10.0,256,0.7131482237648019
[8],tanh,25,10.0,512,0.7515312372396896
[8],tanh,25,1.0,16,0.6549612086565946
[8],tanh,25,1.0,32,0.6957942017149857
[8],tanh,25,1.0,64,0.768068599428338
[8],tanh,25,1.0,128,0.7839934667211107
[8],tanh,25,1.0,256,0.7515312372396896
[8],tanh,25,1.0,512,0.7668436096365864
[8],tanh,25,0.1,16,0.7672519395671703
[8],tanh,25,0.1,32,0.7752143732135566
[8],tanh,25,0.1,64,0.7703144140465497
[8],tanh,25,0.1,128,0.7627603103307472
[8],tanh,25,0.1,256,0.7558187015108208
[8],tanh,25,0.1,512,0.7588811759902001
[8],tanh,25,0.01,16,0.7633728052266231
[8],tanh,25,0.01,32,0.7666394446712944
[8],tanh,25,0.01,64,0.754593711719069
[8],tanh,25,0.01,128,0.731523070641078
[8],tanh,25,0.01,256,0.745814618211515
[8],tanh,25,0.01,512,0.726827276439363
[8],tanh,25,0.001,16,0.7347897100857493
[8],tanh,25,0.001,32,0.6923233973050225
[8],tanh,25,0.001,64,0.657411188240098
[8],tanh,25,0.001,128,0.6610861576153532
[8],tanh,25,0.001,256,0.6633319722335648
[8],tanh,25,0.001,512,0.38791343405471623
[8],tanh,25,0.0001,16,0.6629236423029808
[8],tanh,25,0.0001,32,0.7011024908125766
[8],tanh,25,0.0001,64,0.47713352388730096
[8],tanh,25,0.0001,128,0.5855451204573295
[8],tanh,25,0.0001,256,0.49877501020824827
[8],tanh,25,0.0001,512,0.5896284197631686
[8],tanh,50,10.0,16,0.5089832584728461
[8],tanh,50,10.0,32,0.4183340138832176
[8],tanh,50,10.0,64,0.6892609228256431
[8],tanh,50,10.0,128,0.6768068599428338
[8],tanh,50,10.0,256,0.6500612494895875
[8],tanh,50,10.0,512,0.6892609228256431
[8],tanh,50,1.0,16,0.7621478154348714
[8],tanh,50,1.0,32,0.7852184565128624
[8],tanh,50,1.0,64,0.768476929358922
[8],tanh,50,1.0,128,0.7509187423438138
[8],tanh,50,1.0,256,0.7739893834218048
[8],tanh,50,1.0,512,0.7770518579011841
[8],tanh,50,0.1,16,0.7760310330747244
[8],tanh,50,0.1,32,0.7603103307472437
[8],tanh,50,0.1,64,0.7831768068599428
[8],tanh,50,0.1,128,0.763985300122499
[8],tanh,50,0.1,256,0.7658227848101266
[8],tanh,50,0.1,512,0.7635769701919151
[8],tanh,50,0.01,16,0.7652102899142507
[8],tanh,50,0.01,32,0.7576561861984483
[8],tanh,50,0.01,64,0.759289505920784
[8],tanh,50,0.01,128,0.7517354022049816
[8],tanh,50,0.01,256,0.7347897100857493
[8],tanh,50,0.01,512,0.6837484687627603
[8],tanh,50,0.001,16,0.7517354022049816
[8],tanh,50,0.001,32,0.7403021641486321
[8],tanh,50,0.001,64,0.6964066966108616
[8],tanh,50,0.001,128,0.689873417721519
[8],tanh,50,0.001,256,0.6178031849734585
[8],tanh,50,0.001,512,0.49265006124948957
[8],tanh,50,0.0001,16,0.6988566761943651
[8],tanh,50,0.0001,32,0.7100857492854227
[8],tanh,50,0.0001,64,0.5765618619844834
[8],tanh,50,0.0001,128,0.6815026541445488
[8],tanh,50,0.0001,256,0.3374846876276031
[8],tanh,50,0.0001,512,0.3246222948142099
[8],tanh,100,10.0,16,0.5947325438954676
[8],tanh,100,10.0,32,0.6935483870967742
[8],tanh,100,10.0,64,0.6672111065741119
[8],tanh,100,10.0,128,0.6970191915067374
[8],tanh,100,10.0,256,0.5412413229889751
[8],tanh,100,10.0,512,0.7292772560228665
[8],tanh,100,1.0,16,0.7901184156798693
[8],tanh,100,1.0,32,0.6653736218864843
[8],tanh,100,1.0,64,0.791547570436913
[8],tanh,100,1.0,128,0.7235606369946918
[8],tanh,100,1.0,256,0.782360146998775
[8],tanh,100,1.0,512,0.7876684360963658
[8],tanh,100,0.1,16,0.7890975908534096
[8],tanh,100,0.1,32,0.7735810534912209
[8],tanh,100,0.1,64,0.7811351572070233
[8],tanh,100,0.1,128,0.7799101674152715
[8],tanh,100,0.1,256,0.7733768885259289
[8],tanh,100,0.1,512,0.7609228256431196
[8],tanh,100,0.01,16,0.7782768476929359
[8],tanh,100,0.01,32,0.7690894242547979
[8],tanh,100,0.01,64,0.7627603103307472
[8],tanh,100,0.01,128,0.7611269906084116
[8],tanh,100,0.01,256,0.754185381788485
[8],tanh,100,0.01,512,0.7452021233156391
[8],tanh,100,0.001,16,0.7599020008166598
[8],tanh,100,0.001,32,0.7474479379338506
[8],tanh,100,0.001,64,0.7347897100857493
[8],tanh,100,0.001,128,0.6992650061249489
[8],tanh,100,0.001,256,0.708452429563087
[8],tanh,100,0.001,512,0.6812984891792568
[8],tanh,100,0.0001,16,0.7158023683135973
[8],tanh,100,0.0001,32,0.6812984891792568
[8],tanh,100,0.0001,64,0.6469987750102082
[8],tanh,100,0.0001,128,0.6549612086565946
[8],tanh,100,0.0001,256,0.6004491629236423
[8],tanh,100,0.0001,512,0.5920783993466721
[8],tanh,250,10.0,16,0.689669252756227
[8],tanh,250,10.0,32,0.7198856676194365
[8],tanh,250,10.0,64,0.5975908534095549
[8],tanh,250,10.0,128,0.2801143323805635
[8],tanh,250,10.0,256,0.6776235198040016
[8],tanh,250,10.0,512,0.6957942017149857
[8],tanh,250,1.0,16,0.7809309922417313
[8],tanh,250,1.0,32,0.5273581053491221
[8],tanh,250,1.0,64,0.7901184156798693
[8],tanh,250,1.0,128,0.7833809718252348
[8],tanh,250,1.0,256,0.7699060841159657
[8],tanh,250,1.0,512,0.7925683952633729
[8],tanh,250,0.1,16,0.7946100449162924
[8],tanh,250,0.1,32,0.7890975908534096
[8],tanh,250,0.1,64,0.7872601061657819
[8],tanh,250,0.1,128,0.7878726010616578
[8],tanh,250,0.1,256,0.7882809309922417
[8],tanh,250,0.1,512,0.7754185381788485
[8],tanh,250,0.01,16,0.7880767660269498
[8],tanh,250,0.01,32,0.7858309514087383
[8],tanh,250,0.01,64,0.7837893017558187
[8],tanh,250,0.01,128,0.7633728052266231
[8],tanh,250,0.01,256,0.7582686810943242
[8],tanh,250,0.01,512,0.7570436913025724
[8],tanh,250,0.001,16,0.7625561453654552
[8],tanh,250,0.001,32,0.7490812576561862
[8],tanh,250,0.001,64,0.7537770518579012
[8],tanh,250,0.001,128,0.7386688444262964
[8],tanh,250,0.001,256,0.7253981216823193
[8],tanh,250,0.001,512,0.7170273581053491
[8],tanh,250,0.0001,16,0.7390771743568804
[8],tanh,250,0.0001,32,0.6978358513679053
[8],tanh,250,0.0001,64,0.6766026949775419
[8],tanh,250,0.0001,128,0.703960800326664
[8],tanh,250,0.0001,256,0.6073907717435688
[8],tanh,250,0.0001,512,0.5737035524703961
[16],linear,1,10.0,16,0.33483054307880766
[16],linear,1,10.0,32,0.33483054307880766
[16],linear,1,10.0,64,0.33483054307880766
[16],linear,1,10.0,128,0.33483054307880766
[16],linear,1,10.0,256,0.6349530420579829
[16],linear,1,10.0,512,0.5204164965291956
[16],linear,1,1.0,16,0.7443854634544712
[16],linear,1,1.0,32,0.7047774601878317
[16],linear,1,1.0,64,0.7282564311964067
[16],linear,1,1.0,128,0.7215189873417721
[16],linear,1,1.0,256,0.7127398938342181
[16],linear,1,1.0,512,0.7400979991833402
[16],linear,1,0.1,16,0.7343813801551654
[16],linear,1,0.1,32,0.7368313597386689
[16],linear,1,0.1,64,0.7443854634544712
[16],linear,1,0.1,128,0.7155982033483055
[16],linear,1,0.1,256,0.7076357697019191
[16],linear,1,0.1,512,0.7266231114740711
[16],linear,1,0.01,16,0.7125357288689261
[16],linear,1,0.01,32,0.7015108207431605
[16],linear,1,0.01,64,0.6857901184156798
[16],linear,1,0.01,128,0.6876276031033075
[16],linear,1,0.01,256,0.34810126582278483
[16],linear,1,0.01,512,0.3674969375255206
[16],linear,1,0.001,16,0.5759493670886076
[16],linear,1,0.001,32,0.6429154757043691
[16],linear,1,0.001,64,0.5457329522253981
[16],linear,1,0.001,128,0.6073907717435688
[16],linear,1,0.001,256,0.4965291955900368
[16],linear,1,0.001,512,0.5759493670886076
[16],linear,1,0.0001,16,0.5492037566353614
[16],linear,1,0.0001,32,0.47856267864434465
[16],linear,1,0.0001,64,0.4222131482237648
[16],linear,1,0.0001,128,0.5296039199673336
[16],linear,1,0.0001,256,0.5247039608003267
[16],linear,1,0.0001,512,0.5863617803184974
[16],linear,10,10.0,16,0.33483054307880766
[16],linear,10,10.0,32,0.33483054307880766
[16],linear,10,10.0,64,0.33483054307880766
[16],linear,10,10.0,128,0.33483054307880766
[16],linear,10,10.0,256,0.33483054307880766
[16],linear,10,10.0,512,0.33483054307880766
[16],linear,10,1.0,16,0.703960800326664
[16],linear,10,1.0,32,0.7492854226214781
[16],linear,10,1.0,64,0.7447937933850551
[16],linear,10,1.0,128,0.7515312372396896
[16],linear,10,1.0,256,0.7209064924458963
[16],linear,10,1.0,512,0.7378521845651286
[16],linear,10,0.1,16,0.749897917517354
[16],linear,10,0.1,32,0.7398938342180482
[16],linear,10,0.1,64,0.749693752552062
[16],linear,10,0.1,128,0.750306247447938
[16],linear,10,0.1,256,0.7507145773785219
[16],linear,10,0.1,512,0.7462229481420988
[16],linear,10,0.01,16,0.7525520620661494
[16],linear,10,0.01,32,0.7482645977950184
[16],linear,10,0.01,64,0.7396896692527563
[16],linear,10,0.01,128,0.7049816251531237
[16],linear,10,0.01,256,0.7102899142507145
[16],linear,10,0.01,512,0.7111065741118824
[16],linear,10,0.001,16,0.7296855859534503
[16],linear,10,0.001,32,0.7158023683135973
[16],linear,10,0.001,64,0.7023274806043283
[16],linear,10,0.001,128,0.6218864842792977
[16],linear,10,0.001,256,0.5
[16],linear,10,0.001,512,0.6561861984483462
[16],linear,10,0.0001,16,0.634340547162107
[16],linear,10,0.0001,32,0.6627194773376889
[16],linear,10,0.0001,64,0.6563903634136382
[16],linear,10,0.0001,128,0.36770110249081256
[16],linear,10,0.0001,256,0.39710085749285423
[16],linear,10,0.0001,512,0.4495712535728869
[16],linear,25,10.0,16,0.33483054307880766
[16],linear,25,10.0,32,0.33483054307880766
[16],linear,25,10.0,64,0.33483054307880766
[16],linear,25,10.0,128,0.33483054307880766
[16],linear,25,10.0,256,0.33483054307880766
[16],linear,25,10.0,512,0.33483054307880766
[16],linear,25,1.0,16,0.6788485095957534
[16],linear,25,1.0,32,0.6651694569211923
[16],linear,25,1.0,64,0.7480604328297265
[16],linear,25,1.0,128,0.7533687219273173
[16],linear,25,1.0,256,0.7596978358513679
[16],linear,25,1.0,512,0.7527562270314414
[16],linear,25,0.1,16,0.7435688035933034
[16],linear,25,0.1,32,0.7435688035933034
[16],linear,25,0.1,64,0.7505104124132299
[16],linear,25,0.1,128,0.7523478971008575
[16],linear,25,0.1,256,0.7480604328297265
[16],linear,25,0.1,512,0.7529603919967334
[16],linear,25,0.01,16,0.7531645569620253
[16],linear,25,0.01,32,0.7539812168231932
[16],linear,25,0.01,64,0.7511229073091058
[16],linear,25,0.01,128,0.7505104124132299
[16],linear,25,0.01,256,0.7309105757452021
[16],linear,25,0.01,512,0.7127398938342181
[16],linear,25,0.001,16,0.7419354838709677
[16],linear,25,0.001,32,0.7403021641486321
[16],linear,25,0.001,64,0.6966108615761535
[16],linear,25,0.001,128,0.6927317272356064
[16],linear,25,0.001,256,0.5481829318089015
[16],linear,25,0.001,512,0.5445079624336464
[16],linear,25,0.0001,16,0.6968150265414454
[16],linear,25,0.0001,32,0.6333197223356472
[16],linear,25,0.0001,64,0.5767660269497754
[16],linear,25,0.0001,128,0.6237239689669253
[16],linear,25,0.0001,256,0.601878317680686
[16],linear,25,0.0001,512,0.5620661494487545
[16],linear,50,10.0,16,0.33483054307880766
[16],linear,50,10.0,32,0.33483054307880766
[16],linear,50,10.0,64,0.33483054307880766
[16],linear,50,10.0,128,0.33483054307880766
[16],linear,50,10.0,256,0.33483054307880766
[16],linear,50,10.0,512,0.33483054307880766
[16],linear,50,1.0,16,0.7147815434871376
[16],linear,50,1.0,32,0.7435688035933034
[16],linear,50,1.0,64,0.6651694569211923
[16],linear,50,1.0,128,0.7417313189056758
[16],linear,50,1.0,256,0.7596978358513679
[16],linear,50,1.0,512,0.7488770926908942
[16],linear,50,0.1,16,0.749897917517354
[16],linear,50,0.1,32,0.7515312372396896
[16],linear,50,0.1,64,0.7505104124132299
[16],linear,50,0.1,128,0.7505104124132299
[16],linear,50,0.1,256,0.7439771335238873
[16],linear,50,0.1,512,0.7513270722743978
[16],linear,50,0.01,16,0.7492854226214781
[16],linear,50,0.01,32,0.7507145773785219
[16],linear,50,0.01,64,0.7527562270314414
[16],linear,50,0.01,128,0.7519395671702735
[16],linear,50,0.01,256,0.7449979583503471
[16],linear,50,0.01,512,0.740710494079216
[16],linear,50,0.001,16,0.7505104124132299
[16],linear,50,0.001,32,0.7323397305022458
[16],linear,50,0.001,64,0.7235606369946918
[16],linear,50,0.001,128,0.7323397305022458
[16],linear,50,0.001,256,0.6921192323397305
[16],linear,50,0.001,512,0.6702735810534912
[16],linear,50,0.0001,16,0.7047774601878317
[16],linear,50,0.0001,32,0.6531237239689669
[16],linear,50,0.0001,64,0.6572070232748061
[16],linear,50,0.0001,128,0.49265006124948957
[16],linear,50,0.0001,256,0.5612494895875868
[16],linear,50,0.0001,512,0.5467537770518579
[16],linear,100,10.0,16,0.33483054307880766
[16],linear,100,10.0,32,0.33483054307880766
[16],linear,100,10.0,64,0.33483054307880766
[16],linear,100,10.0,128,0.33483054307880766
[16],linear,100,10.0,256,0.33483054307880766
[16],linear,100,10.0,512,0.33483054307880766
[16],linear,100,1.0,16,0.4071049407921601
[16],linear,100,1.0,32,0.37933850551245407
[16],linear,100,1.0,64,0.7382605144957125
[16],linear,100,1.0,128,0.7482645977950184
[16],linear,100,1.0,256,0.7509187423438138
[16],linear,100,1.0,512,0.7507145773785219
[16],linear,100,0.1,16,0.749693752552062
[16],linear,100,0.1,32,0.7505104124132299
[16],linear,100,0.1,64,0.7480604328297265
[16],linear,100,0.1,128,0.750306247447938
[16],linear,100,0.1,256,0.7529603919967334
[16],linear,100,0.1,512,0.7515312372396896
[16],linear,100,0.01,16,0.7466312780726827
[16],linear,100,0.01,32,0.7519395671702735
[16],linear,100,0.01,64,0.7505104124132299
[16],linear,100,0.01,128,0.7525520620661494
[16],linear,100,0.01,256,0.7515312372396896
[16],linear,100,0.01,512,0.749897917517354
[16],linear,100,0.001,16,0.7525520620661494
[16],linear,100,0.001,32,0.7462229481420988
[16],linear,100,0.001,64,0.736014699877501
[16],linear,100,0.001,128,0.7274397713352388
[16],linear,100,0.001,256,0.7339730502245815
[16],linear,100,0.001,512,0.6866067782768477
[16],linear,100,0.0001,16,0.7217231523070641
[16],linear,100,0.0001,32,0.7374438546345448
[16],linear,100,0.0001,64,0.6876276031033075
[16],linear,100,0.0001,128,0.6953858717844018
[16],linear,100,0.0001,256,0.5157207023274806
[16],linear,100,0.0001,512,0.6753777051857901
[16],linear,250,10.0,16,0.33483054307880766
[16],linear,250,10.0,32,0.33483054307880766
[16],linear,250,10.0,64,0.33483054307880766
[16],linear,250,10.0,128,0.33483054307880766
[16],linear,250,10.0,256,0.33483054307880766
[16],linear,250,10.0,512,0.33483054307880766
[16],linear,250,1.0,16,0.726827276439363
[16],linear,250,1.0,32,0.7388730093915884
[16],linear,250,1.0,64,0.750306247447938
[16],linear,250,1.0,128,0.7382605144957125
[16],linear,250,1.0,256,0.7494895875867701
[16],linear,250,1.0,512,0.749897917517354
[16],linear,250,0.1,16,0.7509187423438138
[16],linear,250,0.1,32,0.7513270722743978
[16],linear,250,0.1,64,0.7539812168231932
[16],linear,250,0.1,128,0.7511229073091058
[16],linear,250,0.1,256,0.7539812168231932
[16],linear,250,0.1,512,0.7511229073091058
[16],linear,250,0.01,16,0.7533687219273173
[16],linear,250,0.01,32,0.7535728868926093
[16],linear,250,0.01,64,0.7494895875867701
[16],linear,250,0.01,128,0.7515312372396896
[16],linear,250,0.01,256,0.7525520620661494
[16],linear,250,0.01,512,0.7521437321355655
[16],linear,250,0.001,16,0.7521437321355655
[16],linear,250,0.001,32,0.750306247447938
[16],linear,250,0.001,64,0.7515312372396896
[16],linear,250,0.001,128,0.7452021233156391
[16],linear,250,0.001,256,0.7403021641486321
[16],linear,250,0.001,512,0.7262147815434872
[16],linear,250,0.0001,16,0.7521437321355655
[16],linear,250,0.0001,32,0.7282564311964067
[16],linear,250,0.0001,64,0.7006941608819927
[16],linear,250,0.0001,128,0.7168231931400572
[16],linear,250,0.0001,256,0.6629236423029808
[16],linear,250,0.0001,512,0.5659452837893018
[16],sigmoid,1,10.0,16,0.7213148223764801
[16],sigmoid,1,10.0,32,0.6894650877909351
[16],sigmoid,1,10.0,64,0.4902000816659861
[16],sigmoid,1,10.0,128,0.6651694569211923
[16],sigmoid,1,10.0,256,0.6651694569211923
[16],sigmoid,1,10.0,512,0.5261331155573703
[16],sigmoid,1,1.0,16,0.6651694569211923
[16],sigmoid,1,1.0,32,0.6631278072682728
[16],sigmoid,1,1.0,64,0.7445896284197632
[16],sigmoid,1,1.0,128,0.7415271539403838
[16],sigmoid,1,1.0,256,0.6490404246631278
[16],sigmoid,1,1.0,512,0.5100040832993058
[16],sigmoid,1,0.1,16,0.7460187831768068
[16],sigmoid,1,0.1,32,0.6913025724785626
[16],sigmoid,1,0.1,64,0.6784401796651695
[16],sigmoid,1,0.1,128,0.6653736218864843
[16],sigmoid,1,0.1,256,0.6651694569211923
[16],sigmoid,1,0.1,512,0.6651694569211923
[16],sigmoid,1,0.01,16,0.6655777868517763
[16],sigmoid,1,0.01,32,0.6649652919559004
[16],sigmoid,1,0.01,64,0.6651694569211923
[16],sigmoid,1,0.01,128,0.6651694569211923
[16],sigmoid,1,0.01,256,0.6690485912617394
[16],sigmoid,1,0.01,512,0.6680277664352797
[16],sigmoid,1,0.001,16,0.6647611269906084
[16],sigmoid,1,0.001,32,0.6651694569211923
[16],sigmoid,1,0.001,64,0.6586361780318497
[16],sigmoid,1,0.001,128,0.6651694569211923
[16],sigmoid,1,0.001,256,0.6651694569211923
[16],sigmoid,1,0.001,512,0.3350347080440996
[16],sigmoid,1,0.0001,16,0.6541445487954267
[16],sigmoid,1,0.0001,32,0.33483054307880766
[16],sigmoid,1,0.0001,64,0.6237239689669253
[16],sigmoid,1,0.0001,128,0.6643527970600245
[16],sigmoid,1,0.0001,256,0.33483054307880766
[16],sigmoid,1,0.0001,512,0.5287872601061658
[16],sigmoid,10,10.0,16,0.34810126582278483
[16],sigmoid,10,10.0,32,0.5551245406288281
[16],sigmoid,10,10.0,64,0.5053082890975908
[16],sigmoid,10,10.0,128,0.40118415679869335
[16],sigmoid,10,10.0,256,0.6361780318497345
[16],sigmoid,10,10.0,512,0.4595753368721927
[16],sigmoid,10,1.0,16,0.7558187015108208
[16],sigmoid,10,1.0,32,0.33483054307880766
[16],sigmoid,10,1.0,64,0.7525520620661494
[16],sigmoid,10,1.0,128,0.7380563495304205
[16],sigmoid,10,1.0,256,0.6927317272356064
[16],sigmoid,10,1.0,512,0.7556145365455288
[16],sigmoid,10,0.1,16,0.7609228256431196
[16],sigmoid,10,0.1,32,0.754593711719069
[16],sigmoid,10,0.1,64,0.7482645977950184
[16],sigmoid,10,0.1,128,0.7351980400163332
[16],sigmoid,10,0.1,256,0.7115149040424663
[16],sigmoid,10,0.1,512,0.6710902409146591
