hidden_layers,activation_fn,epochs,learning_rate,batch_size,mse
[32],sigmoid,25,0.01,256,0.017484942
[32],sigmoid,25,0.01,512,0.02286487
[32],sigmoid,25,0.001,16,0.017440906
[32],sigmoid,25,0.001,32,0.021774396
[32],sigmoid,25,0.001,64,0.020208789
[32],sigmoid,25,0.001,128,0.022262268
[32],sigmoid,25,0.001,256,0.018481215
[32],sigmoid,25,0.001,512,0.024956767
[32],sigmoid,25,0.0001,16,0.025243744
[32],sigmoid,25,0.0001,32,0.02501287
[32],sigmoid,25,0.0001,64,0.021408247
[32],sigmoid,25,0.0001,128,0.023033606
[32],sigmoid,25,0.0001,256,0.06892901
[32],sigmoid,25,0.0001,512,0.10643019
[32],sigmoid,50,10.0,16,
[32],sigmoid,50,10.0,32,
[32],sigmoid,50,10.0,64,
[32],sigmoid,50,10.0,128,
[32],sigmoid,50,10.0,256,
[32],sigmoid,50,10.0,512,
[32],sigmoid,50,1.0,16,
[32],sigmoid,50,1.0,32,
[32],sigmoid,50,1.0,64,
[32],sigmoid,50,1.0,128,
[32],sigmoid,50,1.0,256,
[32],sigmoid,50,1.0,512,52000.098
[32],sigmoid,50,0.1,16,0.11961191
[32],sigmoid,50,0.1,32,0.021094544
[32],sigmoid,50,0.1,64,0.016170602
[32],sigmoid,50,0.1,128,0.01686729
[32],sigmoid,50,0.1,256,0.017357584
[32],sigmoid,50,0.1,512,0.017334526
[32],sigmoid,50,0.01,16,0.015911238
[32],sigmoid,50,0.01,32,0.015710179
[32],sigmoid,50,0.01,64,0.015809536
[32],sigmoid,50,0.01,128,0.016470172
[32],sigmoid,50,0.01,256,0.017953683
[32],sigmoid,50,0.01,512,0.01828812
[32],sigmoid,50,0.001,16,0.016082918
[32],sigmoid,50,0.001,32,0.017976748
[32],sigmoid,50,0.001,64,0.017628606
[32],sigmoid,50,0.001,128,0.021450851
[32],sigmoid,50,0.001,256,0.022516612
[32],sigmoid,50,0.001,512,0.02551797
[32],sigmoid,50,0.0001,16,0.023180515
[32],sigmoid,50,0.0001,32,0.025824135
[32],sigmoid,50,0.0001,64,0.031482507
[32],sigmoid,50,0.0001,128,0.020812172
[32],sigmoid,50,0.0001,256,0.044890024
[32],sigmoid,50,0.0001,512,0.08890285
[32],sigmoid,100,10.0,16,
[32],sigmoid,100,10.0,32,
[32],sigmoid,100,10.0,64,
[32],sigmoid,100,10.0,128,
[32],sigmoid,100,10.0,256,
[32],sigmoid,100,10.0,512,
[32],sigmoid,100,1.0,16,
[32],sigmoid,100,1.0,32,
[32],sigmoid,100,1.0,64,
[32],sigmoid,100,1.0,128,
[32],sigmoid,100,1.0,256,
[32],sigmoid,100,1.0,512,
[32],sigmoid,100,0.1,16,0.053227555
[32],sigmoid,100,0.1,32,0.032487452
[32],sigmoid,100,0.1,64,0.01735452
[32],sigmoid,100,0.1,128,0.016146962
[32],sigmoid,100,0.1,256,0.015979085
[32],sigmoid,100,0.1,512,0.015883768
[32],sigmoid,100,0.01,16,0.015509563
[32],sigmoid,100,0.01,32,0.01625835
[32],sigmoid,100,0.01,64,0.015791973
[32],sigmoid,100,0.01,128,0.015861234
[32],sigmoid,100,0.01,256,0.016517134
[32],sigmoid,100,0.01,512,0.018455762
[32],sigmoid,100,0.001,16,0.01595505
[32],sigmoid,100,0.001,32,0.016751714
[32],sigmoid,100,0.001,64,0.019025767
[32],sigmoid,100,0.001,128,0.018460818
[32],sigmoid,100,0.001,256,0.02076415
[32],sigmoid,100,0.001,512,0.021703506
[32],sigmoid,100,0.0001,16,0.021002878
[32],sigmoid,100,0.0001,32,0.021362627
[32],sigmoid,100,0.0001,64,0.029014263
[32],sigmoid,100,0.0001,128,0.024715696
[32],sigmoid,100,0.0001,256,0.021318512
[32],sigmoid,100,0.0001,512,0.031676292
[32],sigmoid,250,10.0,16,
[32],sigmoid,250,10.0,32,
[32],sigmoid,250,10.0,64,
[32],sigmoid,250,10.0,128,
[32],sigmoid,250,10.0,256,
[32],sigmoid,250,10.0,512,
[32],sigmoid,250,1.0,16,
[32],sigmoid,250,1.0,32,
[32],sigmoid,250,1.0,64,
[32],sigmoid,250,1.0,128,
[32],sigmoid,250,1.0,256,
[32],sigmoid,250,1.0,512,
[32],sigmoid,250,0.1,16,0.14797309
[32],sigmoid,250,0.1,32,0.088861115
[32],sigmoid,250,0.1,64,0.024980392
[32],sigmoid,250,0.1,128,0.0169217
[32],sigmoid,250,0.1,256,0.016051138
[32],sigmoid,250,0.1,512,0.01576741
[32],sigmoid,250,0.01,16,0.015489758
[32],sigmoid,250,0.01,32,0.015768342
[32],sigmoid,250,0.01,64,0.015640087
[32],sigmoid,250,0.01,128,0.015658546
[32],sigmoid,250,0.01,256,0.01574689
[32],sigmoid,250,0.01,512,0.015949901
[32],sigmoid,250,0.001,16,0.015656674
[32],sigmoid,250,0.001,32,0.016018698
[32],sigmoid,250,0.001,64,0.016251018
[32],sigmoid,250,0.001,128,0.016465675
[32],sigmoid,250,0.001,256,0.018514195
[32],sigmoid,250,0.001,512,0.021511558
[32],sigmoid,250,0.0001,16,0.016138578
[32],sigmoid,250,0.0001,32,0.019105833
[32],sigmoid,250,0.0001,64,0.020308377
[32],sigmoid,250,0.0001,128,0.026113696
[32],sigmoid,250,0.0001,256,0.025273714
[32],sigmoid,250,0.0001,512,0.020964654
[32],relu,1,10.0,16,
[32],relu,1,10.0,32,
[32],relu,1,10.0,64,
[32],relu,1,10.0,128,
[32],relu,1,10.0,256,
[32],relu,1,10.0,512,
[32],relu,1,1.0,16,
[32],relu,1,1.0,32,
[32],relu,1,1.0,64,
[32],relu,1,1.0,128,
[32],relu,1,1.0,256,
[32],relu,1,1.0,512,
[32],relu,1,0.1,16,0.018595789
[32],relu,1,0.1,32,0.016790276
[32],relu,1,0.1,64,0.019075783
[32],relu,1,0.1,128,0.023236781
[32],relu,1,0.1,256,0.021952787
[32],relu,1,0.1,512,0.03551427
[32],relu,1,0.01,16,0.021002583
[32],relu,1,0.01,32,0.023362137
[32],relu,1,0.01,64,0.038882088
[32],relu,1,0.01,128,0.048710436
[32],relu,1,0.01,256,0.08341587
[32],relu,1,0.01,512,0.09474007
[32],relu,1,0.001,16,0.059223715
[32],relu,1,0.001,32,0.08421043
[32],relu,1,0.001,64,0.21586123
[32],relu,1,0.001,128,0.13204618
[32],relu,1,0.001,256,0.15656553
[32],relu,1,0.001,512,0.38862127
[32],relu,1,0.0001,16,0.095517285
[32],relu,1,0.0001,32,0.1835737
[32],relu,1,0.0001,64,0.3107147
[32],relu,1,0.0001,128,0.15391281
[32],relu,1,0.0001,256,0.3761721
[32],relu,1,0.0001,512,0.2964317
[32],relu,10,10.0,16,
[32],relu,10,10.0,32,
[32],relu,10,10.0,64,
[32],relu,10,10.0,128,
[32],relu,10,10.0,256,
[32],relu,10,10.0,512,
[32],relu,10,1.0,16,
[32],relu,10,1.0,32,
[32],relu,10,1.0,64,
[32],relu,10,1.0,128,
[32],relu,10,1.0,256,
[32],relu,10,1.0,512,
[32],relu,10,0.1,16,0.015283139
[32],relu,10,0.1,32,0.014445497
[32],relu,10,0.1,64,0.014582687
[32],relu,10,0.1,128,0.014771775
[32],relu,10,0.1,256,0.0160141
[32],relu,10,0.1,512,0.017085517
[32],relu,10,0.01,16,0.015172816
[32],relu,10,0.01,32,0.016117616
[32],relu,10,0.01,64,0.018509468
[32],relu,10,0.01,128,0.020609183
[32],relu,10,0.01,256,0.023130454
[32],relu,10,0.01,512,0.029880753
[32],relu,10,0.001,16,0.025130514
[32],relu,10,0.001,32,0.029538052
[32],relu,10,0.001,64,0.03553488
[32],relu,10,0.001,128,0.06307671
[32],relu,10,0.001,256,0.07411799
[32],relu,10,0.001,512,0.11166474
[32],relu,10,0.0001,16,0.0560825
[32],relu,10,0.0001,32,0.080178365
[32],relu,10,0.0001,64,0.15739037
[32],relu,10,0.0001,128,0.16875742
[32],relu,10,0.0001,256,0.09726148
[32],relu,10,0.0001,512,0.43356293
[32],relu,25,10.0,16,
[32],relu,25,10.0,32,
[32],relu,25,10.0,64,
[32],relu,25,10.0,128,
[32],relu,25,10.0,256,
[32],relu,25,10.0,512,
[32],relu,25,1.0,16,
[32],relu,25,1.0,32,
[32],relu,25,1.0,64,
[32],relu,25,1.0,128,
[32],relu,25,1.0,256,
[32],relu,25,1.0,512,
[32],relu,25,0.1,16,0.013966116
[32],relu,25,0.1,32,0.039590877
[32],relu,25,0.1,64,0.014018198
[32],relu,25,0.1,128,0.014157703
[32],relu,25,0.1,256,0.015151538
[32],relu,25,0.1,512,0.015144929
[32],relu,25,0.01,16,0.014684556
[32],relu,25,0.01,32,0.0149942525
[32],relu,25,0.01,64,0.015626324
[32],relu,25,0.01,128,0.01812446
[32],relu,25,0.01,256,0.022709614
[32],relu,25,0.01,512,0.02634386
[32],relu,25,0.001,16,0.018034713
[32],relu,25,0.001,32,0.020521935
[32],relu,25,0.001,64,0.023185665
[32],relu,25,0.001,128,0.03821775
[32],relu,25,0.001,256,0.04957744
[32],relu,25,0.001,512,0.07517376
[32],relu,25,0.0001,16,0.033811234
[32],relu,25,0.0001,32,0.05103924
[32],relu,25,0.0001,64,0.051968906
[32],relu,25,0.0001,128,0.1933019
[32],relu,25,0.0001,256,0.1417796
[32],relu,25,0.0001,512,0.08653303
[32],relu,50,10.0,16,
[32],relu,50,10.0,32,
[32],relu,50,10.0,64,
[32],relu,50,10.0,128,
[32],relu,50,10.0,256,
[32],relu,50,10.0,512,
[32],relu,50,1.0,16,
[32],relu,50,1.0,32,
[32],relu,50,1.0,64,
[32],relu,50,1.0,128,
[32],relu,50,1.0,256,
[32],relu,50,1.0,512,
[32],relu,50,0.1,16,0.013183916
[32],relu,50,0.1,32,0.0151648745
[32],relu,50,0.1,64,0.013993516
[32],relu,50,0.1,128,0.013731891
[32],relu,50,0.1,256,0.014136547
[32],relu,50,0.1,512,0.014473151
[32],relu,50,0.01,16,0.013822121
[32],relu,50,0.01,32,0.014699958
[32],relu,50,0.01,64,0.01444378
[32],relu,50,0.01,128,0.015643897
[32],relu,50,0.01,256,0.018864477
[32],relu,50,0.01,512,0.019497788
[32],relu,50,0.001,16,0.015785675
[32],relu,50,0.001,32,0.017068274
[32],relu,50,0.001,64,0.02351512
[32],relu,50,0.001,128,0.02504997
[32],relu,50,0.001,256,0.04079988
[32],relu,50,0.001,512,0.047050238
[32],relu,50,0.0001,16,0.037102174
[32],relu,50,0.0001,32,0.042078838
[32],relu,50,0.0001,64,0.07095632
[32],relu,50,0.0001,128,0.08150187
[32],relu,50,0.0001,256,0.17179672
[32],relu,50,0.0001,512,0.26307833
[32],relu,100,10.0,16,
[32],relu,100,10.0,32,
[32],relu,100,10.0,64,
[32],relu,100,10.0,128,
[32],relu,100,10.0,256,
[32],relu,100,10.0,512,
[32],relu,100,1.0,16,
[32],relu,100,1.0,32,
[32],relu,100,1.0,64,
[32],relu,100,1.0,128,
[32],relu,100,1.0,256,
[32],relu,100,1.0,512,
[32],relu,100,0.1,16,0.013785456
[32],relu,100,0.1,32,0.021799538
[32],relu,100,0.1,64,0.01280259
[32],relu,100,0.1,128,0.0142952455
[32],relu,100,0.1,256,0.014417717
[32],relu,100,0.1,512,0.014322632
[32],relu,100,0.01,16,0.01350942
[32],relu,100,0.01,32,0.013872965
[32],relu,100,0.01,64,0.014328621
[32],relu,100,0.01,128,0.014691018
[32],relu,100,0.01,256,0.015330569
[32],relu,100,0.01,512,0.0175009
[32],relu,100,0.001,16,0.014781922
[32],relu,100,0.001,32,0.016449569
[32],relu,100,0.001,64,0.020091407
[32],relu,100,0.001,128,0.023846904
[32],relu,100,0.001,256,0.022497458
[32],relu,100,0.001,512,0.033490863
[32],relu,100,0.0001,16,0.022913633
[32],relu,100,0.0001,32,0.023525473
[32],relu,100,0.0001,64,0.041748628
[32],relu,100,0.0001,128,0.04787018
[32],relu,100,0.0001,256,0.057872083
[32],relu,100,0.0001,512,0.1662154
[32],relu,250,10.0,16,
[32],relu,250,10.0,32,
[32],relu,250,10.0,64,
[32],relu,250,10.0,128,
[32],relu,250,10.0,256,
[32],relu,250,10.0,512,
[32],relu,250,1.0,16,
[32],relu,250,1.0,32,
[32],relu,250,1.0,64,
[32],relu,250,1.0,128,
[32],relu,250,1.0,256,
[32],relu,250,1.0,512,
[32],relu,250,0.1,16,0.011228428
[32],relu,250,0.1,32,0.021853296
[32],relu,250,0.1,64,0.012355333
[32],relu,250,0.1,128,0.012926056
[32],relu,250,0.1,256,0.013051662
[32],relu,250,0.1,512,0.01395794
[32],relu,250,0.01,16,0.013230224
[32],relu,250,0.01,32,0.013108935
[32],relu,250,0.01,64,0.013753346
[32],relu,250,0.01,128,0.014143767
[32],relu,250,0.01,256,0.014866649
[32],relu,250,0.01,512,0.015048826
[32],relu,250,0.001,16,0.014399558
[32],relu,250,0.001,32,0.014930308
[32],relu,250,0.001,64,0.01582209
[32],relu,250,0.001,128,0.017803064
[32],relu,250,0.001,256,0.019567098
[32],relu,250,0.001,512,0.023568427
[32],relu,250,0.0001,16,0.017274423
[32],relu,250,0.0001,32,0.023439331
[32],relu,250,0.0001,64,0.024331853
[32],relu,250,0.0001,128,0.030074133
[32],relu,250,0.0001,256,0.05194244
[32],relu,250,0.0001,512,0.05359096
[32],softmax,1,10.0,16,
[32],softmax,1,10.0,32,
[32],softmax,1,10.0,64,
[32],softmax,1,10.0,128,
[32],softmax,1,10.0,256,
[32],softmax,1,10.0,512,9.086331e+26
[32],softmax,1,1.0,16,
[32],softmax,1,1.0,32,
[32],softmax,1,1.0,64,31712.496
[32],softmax,1,1.0,128,25.820621
[32],softmax,1,1.0,256,3.4949827
[32],softmax,1,1.0,512,0.594821
[32],softmax,1,0.1,16,0.02069742
[32],softmax,1,0.1,32,0.020775795
[32],softmax,1,0.1,64,0.020495472
[32],softmax,1,0.1,128,0.021736031
[32],softmax,1,0.1,256,0.02162434
[32],softmax,1,0.1,512,0.024157256
[32],softmax,1,0.01,16,0.02184089
[32],softmax,1,0.01,32,0.021978563
[32],softmax,1,0.01,64,0.026929725
[32],softmax,1,0.01,128,0.058347292
[32],softmax,1,0.01,256,0.16184634
[32],softmax,1,0.01,512,0.22161676
[32],softmax,1,0.001,16,0.061208878
[32],softmax,1,0.001,32,0.08035263
[32],softmax,1,0.001,64,0.13339148
[32],softmax,1,0.001,128,0.22452936
[32],softmax,1,0.001,256,0.29724258
[32],softmax,1,0.001,512,0.15553215
[32],softmax,1,0.0001,16,0.114727974
[32],softmax,1,0.0001,32,0.2552222
[32],softmax,1,0.0001,64,0.34637305
[32],softmax,1,0.0001,128,0.19647743
[32],softmax,1,0.0001,256,0.3332507
[32],softmax,1,0.0001,512,0.4940333
[32],softmax,10,10.0,16,
[32],softmax,10,10.0,32,
[32],softmax,10,10.0,64,
[32],softmax,10,10.0,128,
[32],softmax,10,10.0,256,
[32],softmax,10,10.0,512,
[32],softmax,10,1.0,16,
[32],softmax,10,1.0,32,
[32],softmax,10,1.0,64,
[32],softmax,10,1.0,128,
[32],softmax,10,1.0,256,
[32],softmax,10,1.0,512,3.446793e+16
[32],softmax,10,0.1,16,0.016535906
[32],softmax,10,0.1,32,0.018165004
[32],softmax,10,0.1,64,0.018834243
[32],softmax,10,0.1,128,0.019737327
[32],softmax,10,0.1,256,0.020263862
[32],softmax,10,0.1,512,0.021621326
[32],softmax,10,0.01,16,0.020806454
[32],softmax,10,0.01,32,0.021538433
[32],softmax,10,0.01,64,0.021565333
[32],softmax,10,0.01,128,0.020876043
[32],softmax,10,0.01,256,0.021843057
[32],softmax,10,0.01,512,0.02576659
[32],softmax,10,0.001,16,0.02188632
[32],softmax,10,0.001,32,0.022024421
[32],softmax,10,0.001,64,0.034363106
[32],softmax,10,0.001,128,0.08766992
[32],softmax,10,0.001,256,0.19425039
[32],softmax,10,0.001,512,0.19164361
[32],softmax,10,0.0001,16,0.05036438
[32],softmax,10,0.0001,32,0.17085639
[32],softmax,10,0.0001,64,0.27693343
[32],softmax,10,0.0001,128,0.19714211
[32],softmax,10,0.0001,256,0.3341222
[32],softmax,10,0.0001,512,0.3402249
[32],softmax,25,10.0,16,
[32],softmax,25,10.0,32,
[32],softmax,25,10.0,64,
[32],softmax,25,10.0,128,
[32],softmax,25,10.0,256,
[32],softmax,25,10.0,512,
[32],softmax,25,1.0,16,
[32],softmax,25,1.0,32,
[32],softmax,25,1.0,64,
[32],softmax,25,1.0,128,
[32],softmax,25,1.0,256,
[32],softmax,25,1.0,512,
[32],softmax,25,0.1,16,0.015012858
[32],softmax,25,0.1,32,0.0159091
[32],softmax,25,0.1,64,0.017650066
[32],softmax,25,0.1,128,0.018754382
[32],softmax,25,0.1,256,0.020239387
[32],softmax,25,0.1,512,0.021731315
[32],softmax,25,0.01,16,0.019987706
[32],softmax,25,0.01,32,0.02044868
[32],softmax,25,0.01,64,0.020031553
[32],softmax,25,0.01,128,0.020593647
[32],softmax,25,0.01,256,0.0224186
[32],softmax,25,0.01,512,0.021467663
[32],softmax,25,0.001,16,0.02181778
[32],softmax,25,0.001,32,0.021362195
[32],softmax,25,0.001,64,0.022069985
[32],softmax,25,0.001,128,0.028375762
[32],softmax,25,0.001,256,0.068159446
[32],softmax,25,0.001,512,0.10265417
[32],softmax,25,0.0001,16,0.035813835
[32],softmax,25,0.0001,32,0.043493893
[32],softmax,25,0.0001,64,0.09608873
[32],softmax,25,0.0001,128,0.11378987
[32],softmax,25,0.0001,256,0.1405531
[32],softmax,25,0.0001,512,0.16661358
[32],softmax,50,10.0,16,
[32],softmax,50,10.0,32,
[32],softmax,50,10.0,64,
[32],softmax,50,10.0,128,
[32],softmax,50,10.0,256,
[32],softmax,50,10.0,512,
[32],softmax,50,1.0,16,
[32],softmax,50,1.0,32,
[32],softmax,50,1.0,64,
[32],softmax,50,1.0,128,
[32],softmax,50,1.0,256,
[32],softmax,50,1.0,512,
[32],softmax,50,0.1,16,0.014244911
[32],softmax,50,0.1,32,0.014998648
[32],softmax,50,0.1,64,0.015201272
[32],softmax,50,0.1,128,0.017922243
[32],softmax,50,0.1,256,0.017764214
[32],softmax,50,0.1,512,0.019990446
[32],softmax,50,0.01,16,0.017442217
[32],softmax,50,0.01,32,0.018867979
[32],softmax,50,0.01,64,0.020359388
[32],softmax,50,0.01,128,0.020575287
[32],softmax,50,0.01,256,0.021996997
[32],softmax,50,0.01,512,0.02130969
[32],softmax,50,0.001,16,0.02141559
[32],softmax,50,0.001,32,0.021312224
[32],softmax,50,0.001,64,0.022713235
[32],softmax,50,0.001,128,0.02215414
[32],softmax,50,0.001,256,0.02354257
[32],softmax,50,0.001,512,0.056757666
[32],softmax,50,0.0001,16,0.022762323
[32],softmax,50,0.0001,32,0.024749532
[32],softmax,50,0.0001,64,0.06165884
[32],softmax,50,0.0001,128,0.10232962
[32],softmax,50,0.0001,256,0.14597796
[32],softmax,50,0.0001,512,0.3536909
[32],softmax,100,10.0,16,
[32],softmax,100,10.0,32,
[32],softmax,100,10.0,64,
[32],softmax,100,10.0,128,
[32],softmax,100,10.0,256,
[32],softmax,100,10.0,512,
[32],softmax,100,1.0,16,
[32],softmax,100,1.0,32,
[32],softmax,100,1.0,64,
[32],softmax,100,1.0,128,
[32],softmax,100,1.0,256,
[32],softmax,100,1.0,512,
[32],softmax,100,0.1,16,0.013820977
[32],softmax,100,0.1,32,0.014227924
[32],softmax,100,0.1,64,0.014856434
[32],softmax,100,0.1,128,0.015495534
[32],softmax,100,0.1,256,0.016367104
[32],softmax,100,0.1,512,0.018368019
[32],softmax,100,0.01,16,0.016299343
[32],softmax,100,0.01,32,0.017845877
[32],softmax,100,0.01,64,0.018356463
[32],softmax,100,0.01,128,0.020701248
[32],softmax,100,0.01,256,0.021583866
[32],softmax,100,0.01,512,0.020964243
[32],softmax,100,0.001,16,0.020901868
[32],softmax,100,0.001,32,0.021844303
[32],softmax,100,0.001,64,0.022835199
[32],softmax,100,0.001,128,0.02168011
[32],softmax,100,0.001,256,0.021790067
[32],softmax,100,0.001,512,0.027082348
[32],softmax,100,0.0001,16,0.021295605
[32],softmax,100,0.0001,32,0.022317326
[32],softmax,100,0.0001,64,0.039590806
[32],softmax,100,0.0001,128,0.03996729
[32],softmax,100,0.0001,256,0.11500721
[32],softmax,100,0.0001,512,0.088100195
[32],softmax,250,10.0,16,
[32],softmax,250,10.0,32,
[32],softmax,250,10.0,64,
[32],softmax,250,10.0,128,
[32],softmax,250,10.0,256,
[32],softmax,250,10.0,512,
[32],softmax,250,1.0,16,
[32],softmax,250,1.0,32,
[32],softmax,250,1.0,64,
[32],softmax,250,1.0,128,
[32],softmax,250,1.0,256,
[32],softmax,250,1.0,512,
[32],softmax,250,0.1,16,0.013399581
[32],softmax,250,0.1,32,0.013486284
[32],softmax,250,0.1,64,0.013949913
[32],softmax,250,0.1,128,0.014426124
[32],softmax,250,0.1,256,0.015433408
[32],softmax,250,0.1,512,0.016124785
[32],softmax,250,0.01,16,0.014639453
[32],softmax,250,0.01,32,0.015340298
[32],softmax,250,0.01,64,0.017360577
[32],softmax,250,0.01,128,0.017983202
[32],softmax,250,0.01,256,0.020665219
[32],softmax,250,0.01,512,0.021165043
[32],softmax,250,0.001,16,0.018652333
[32],softmax,250,0.001,32,0.019480443
[32],softmax,250,0.001,64,0.021560065
[32],softmax,250,0.001,128,0.021999897
[32],softmax,250,0.001,256,0.022194609
[32],softmax,250,0.001,512,0.021255102
[32],softmax,250,0.0001,16,0.021771291
[32],softmax,250,0.0001,32,0.021266598
[32],softmax,250,0.0001,64,0.022489376
[32],softmax,250,0.0001,128,0.027773427
[32],softmax,250,0.0001,256,0.03464838
[32],softmax,250,0.0001,512,0.07370149
[32],tanh,1,10.0,16,
[32],tanh,1,10.0,32,
[32],tanh,1,10.0,64,
[32],tanh,1,10.0,128,
[32],tanh,1,10.0,256,
[32],tanh,1,10.0,512,inf
[32],tanh,1,1.0,16,
[32],tanh,1,1.0,32,
[32],tanh,1,1.0,64,
[32],tanh,1,1.0,128,
[32],tanh,1,1.0,256,
[32],tanh,1,1.0,512,8828575000000000.0
[32],tanh,1,0.1,16,0.023445332
[32],tanh,1,0.1,32,0.01846606
[32],tanh,1,0.1,64,0.016129157
[32],tanh,1,0.1,128,0.017091585
[32],tanh,1,0.1,256,0.016600769
[32],tanh,1,0.1,512,0.028369809
[32],tanh,1,0.01,16,0.017270649
[32],tanh,1,0.01,32,0.019374479
[32],tanh,1,0.01,64,0.031420004
[32],tanh,1,0.01,128,0.03954895
[32],tanh,1,0.01,256,0.05799014
[32],tanh,1,0.01,512,0.18072161
[32],tanh,1,0.001,16,0.04458534
[32],tanh,1,0.001,32,0.064851835
[32],tanh,1,0.001,64,0.23095015
[32],tanh,1,0.001,128,0.18373491
[32],tanh,1,0.001,256,0.22256224
[32],tanh,1,0.001,512,0.41065714
[32],tanh,1,0.0001,16,0.46586618
[32],tanh,1,0.0001,32,0.13111877
[32],tanh,1,0.0001,64,0.34087428
[32],tanh,1,0.0001,128,0.2365836
[32],tanh,1,0.0001,256,0.2984275
[32],tanh,1,0.0001,512,0.3039356
[32],tanh,10,10.0,16,
[32],tanh,10,10.0,32,
[32],tanh,10,10.0,64,
[32],tanh,10,10.0,128,
[32],tanh,10,10.0,256,
[32],tanh,10,10.0,512,
[32],tanh,10,1.0,16,
[32],tanh,10,1.0,32,
[32],tanh,10,1.0,64,
[32],tanh,10,1.0,128,
[32],tanh,10,1.0,256,
[32],tanh,10,1.0,512,
[32],tanh,10,0.1,16,0.018151086
[32],tanh,10,0.1,32,0.014827534
[32],tanh,10,0.1,64,0.01495992
[32],tanh,10,0.1,128,0.0156147815
[32],tanh,10,0.1,256,0.015853386
[32],tanh,10,0.1,512,0.016511757
[32],tanh,10,0.01,16,0.01595045
[32],tanh,10,0.01,32,0.01590268
[32],tanh,10,0.01,64,0.016442847
[32],tanh,10,0.01,128,0.016730327
[32],tanh,10,0.01,256,0.0184864
[32],tanh,10,0.01,512,0.020027958
[32],tanh,10,0.001,16,0.01726487
[32],tanh,10,0.001,32,0.019880878
[32],tanh,10,0.001,64,0.026095828
[32],tanh,10,0.001,128,0.05911463
[32],tanh,10,0.001,256,0.13143674
[32],tanh,10,0.001,512,0.15483485
[32],tanh,10,0.0001,16,0.06717052
[32],tanh,10,0.0001,32,0.11452035
[32],tanh,10,0.0001,64,0.19900317
[32],tanh,10,0.0001,128,0.24879876
[32],tanh,10,0.0001,256,0.31313434
[32],tanh,10,0.0001,512,0.068352446
[32],tanh,25,10.0,16,
[32],tanh,25,10.0,32,
[32],tanh,25,10.0,64,
[32],tanh,25,10.0,128,
[32],tanh,25,10.0,256,
[32],tanh,25,10.0,512,
[32],tanh,25,1.0,16,
[32],tanh,25,1.0,32,
[32],tanh,25,1.0,64,
[32],tanh,25,1.0,128,
[32],tanh,25,1.0,256,
[32],tanh,25,1.0,512,
[32],tanh,25,0.1,16,0.014016721
[32],tanh,25,0.1,32,0.017427886
[32],tanh,25,0.1,64,0.014912829
[32],tanh,25,0.1,128,0.015174699
[32],tanh,25,0.1,256,0.015577186
[32],tanh,25,0.1,512,0.01586542
[32],tanh,25,0.01,16,0.015128566
[32],tanh,25,0.01,32,0.016070718
[32],tanh,25,0.01,64,0.01598502
[32],tanh,25,0.01,128,0.016300194
[32],tanh,25,0.01,256,0.016379368
[32],tanh,25,0.01,512,0.017112283
[32],tanh,25,0.001,16,0.016632304
[32],tanh,25,0.001,32,0.016934369
[32],tanh,25,0.001,64,0.020103035
[32],tanh,25,0.001,128,0.02045506
[32],tanh,25,0.001,256,0.031746652
[32],tanh,25,0.001,512,0.06433791
[32],tanh,25,0.0001,16,0.022141768
[32],tanh,25,0.0001,32,0.044670045
[32],tanh,25,0.0001,64,0.11196753
[32],tanh,25,0.0001,128,0.29390705
[32],tanh,25,0.0001,256,0.2192461
[32],tanh,25,0.0001,512,0.18128434
[32],tanh,50,10.0,16,
[32],tanh,50,10.0,32,
[32],tanh,50,10.0,64,
[32],tanh,50,10.0,128,
[32],tanh,50,10.0,256,
[32],tanh,50,10.0,512,
[32],tanh,50,1.0,16,
[32],tanh,50,1.0,32,
[32],tanh,50,1.0,64,
[32],tanh,50,1.0,128,
[32],tanh,50,1.0,256,
[32],tanh,50,1.0,512,
[32],tanh,50,0.1,16,0.013827407
[32],tanh,50,0.1,32,0.015938494
[32],tanh,50,0.1,64,0.014176335
[32],tanh,50,0.1,128,0.014797779
[32],tanh,50,0.1,256,0.015265752
[32],tanh,50,0.1,512,0.01525192
[32],tanh,50,0.01,16,0.0144995665
[32],tanh,50,0.01,32,0.014612229
[32],tanh,50,0.01,64,0.015369971
[32],tanh,50,0.01,128,0.016121961
[32],tanh,50,0.01,256,0.016373547
[32],tanh,50,0.01,512,0.016772702
[32],tanh,50,0.001,16,0.016671078
[32],tanh,50,0.001,32,0.016094008
[32],tanh,50,0.001,64,0.016314568
[32],tanh,50,0.001,128,0.019172084
[32],tanh,50,0.001,256,0.024077373
[32],tanh,50,0.001,512,0.030239265
[32],tanh,50,0.0001,16,0.017577345
[32],tanh,50,0.0001,32,0.023313917
[32],tanh,50,0.0001,64,0.040366232
[32],tanh,50,0.0001,128,0.08203488
[32],tanh,50,0.0001,256,0.17781158
[32],tanh,50,0.0001,512,0.4269823
[32],tanh,100,10.0,16,
[32],tanh,100,10.0,32,
[32],tanh,100,10.0,64,
[32],tanh,100,10.0,128,
[32],tanh,100,10.0,256,
[32],tanh,100,10.0,512,
[32],tanh,100,1.0,16,
[32],tanh,100,1.0,32,
[32],tanh,100,1.0,64,
[32],tanh,100,1.0,128,
[32],tanh,100,1.0,256,
[32],tanh,100,1.0,512,
[32],tanh,100,0.1,16,0.014708572
[32],tanh,100,0.1,32,0.013712
